,FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
10847,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON MKTPLACE PMTS,BOOK STORES,2020-05-23,491.97
10849,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-23,59.94
10850,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0165928769000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-22,327.56
10851,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-25,35.29
10852,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-18,9.99
10853,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-19,62.98
10854,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-08,2.99
10855,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-23,5.44
10856,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SHOPRITE CHRSTNLNDG S1,GROCERY STORES SUPERMARKETS,2020-05-24,136.6
10857,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-18,0.91
10859,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,RESTAURANT DEPOT,GROCERY STORES SUPERMARKETS,2020-05-24,317.93
10860,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON MKTPLACE PMTS,BOOK STORES,2020-05-23,77.79
10861,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-08,2.72
10862,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0165489029001001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-08,-6.64
10863,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-08,3.27
10864,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-25,9.95
10866,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CORRECTIONAL COUNSELING O,BOOK STORES,2020-05-21,70.62
10867,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,TCD*CENGAGE LEARNING,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-05-08,89.0
10868,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0165489029000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-04,35.33
10869,2020,11,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,HP *HP.COM STORE,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2020-05-02,139.99
10871,2020,11,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,2020-05-28,115.2
10872,2020,11,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,2020-04-28,115.2
10874,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT PLACE MADISON D/T,LODGING,2020-05-31,228.7
10875,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-03,-102.21
10876,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPRESSPARK SOUTH LOT,AUTOMOBILE PARKING LOTS AND GARAGES,2020-06-13,48.86
10877,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010288132998,AIRLINE,2020-06-13,25.0
10878,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MINNEAPOLIS AIRPORT,EATING PLACES RESTAURANTS,2020-06-13,5.5
10879,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ARCANA DEVELOPMENT LLC,CONSULTING MANAGEMENT AND PUBLIC RELATIONS SVCS,2020-06-07,137.0
10881,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-05-31,6.7
10883,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IN *APPLE AWARDS INC,MISCELLANEOUS AND SPECIALTY RETAIL STORES,2020-05-31,129.75
10884,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT NEW ORL CONV,LODGING,2020-05-31,209.19
10885,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PHILLY AIR AUBONPAIN 2,FAST FOOD RESTAURANTS,2020-06-04,10.34
10886,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560299519527,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,43.02
10887,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560299310519,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,43.02
10888,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560296148344,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,112.05
10889,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560296023291,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,43.02
10890,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*ADJ00159559992581,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-24,-67.36
10891,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ENVATOMARKET41907738,ADVERTISING SERVICES,2020-06-12,109.88
10892,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1550627528436,TRAVEL,2020-06-04,378.0
10893,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1550726532917,TRAVEL,2020-06-04,218.0
10894,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010287617167,AIRLINE,2020-06-08,25.0
10895,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CITY WORKS - MINNEAPOLIS,EATING PLACES RESTAURANTS,2020-06-09,19.79
10896,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0166104384000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-30,175.77
10897,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2020-06-05,280.07
10898,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2020-06-25,30.47
10899,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAHLBURGERS - MOA,FAST FOOD RESTAURANTS,2020-06-11,17.2
10900,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR BAGGAGE FEE,AIRLINE,2020-06-12,25.0
10901,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRENCH MEADOW BAKY MSP,FAST FOOD RESTAURANTS,2020-06-12,17.82
10902,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE MELTING POT,EATING PLACES RESTAURANTS,2020-06-10,28.0
10903,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT MINNEAPOLIS C,LODGING,2020-06-13,505.77
10904,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PEI WEI CONC C MSP,EATING PLACES RESTAURANTS,2020-06-12,14.49
10905,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHL AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2020-06-13,44.0
10906,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOSTON TRANSPORTATION GRO,TRAVEL,2020-06-04,-14.55
10907,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-06-26,13.82
10909,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAHLBURGERS - MOA,FAST FOOD RESTAURANTS,2020-06-11,20.97
10911,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*ADJ00159559992481,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-17,3.34
10912,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ENO VINO,EATING PLACES RESTAURANTS,2020-06-07,21.44
10913,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560491213475,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-20,30.56
10914,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0017117324756,AIRLINE,2020-06-11,613.6
10915,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1570733549266,TRAVEL,2020-06-06,166.0
10916,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK - JUL1570733549266,TRAVEL,2020-06-06,-166.0
10917,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK TELEP1550726532925,TRAVEL,2020-06-06,-109.0
10918,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TCD*CENGAGE LEARNING,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-06-23,89.0
10919,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2020-05-29,11.77
10921,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2020-05-30,263.66
10922,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560498679460,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-10,30.56
10923,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560496364053,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-10,27.21
10924,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560494521403,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,27.21
10925,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560494393427,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,27.21
10926,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560494141430,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,30.56
10927,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010287683692,AIRLINE,2020-06-09,25.0
10928,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CITY WORKS - MINNEAPOLIS,EATING PLACES RESTAURANTS,2020-06-09,20.65
10929,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AUNTIE ANNES PA194,FAST FOOD RESTAURANTS,2020-06-09,7.44
10930,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STK*SHUTTERSTOCK INC.,COMMERCIAL ART GRAPHICS PHOTOGRAPHY,2020-06-10,35.0
10931,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560492297446,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,30.56
10932,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560491653419,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,27.21
10933,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560491597392,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,30.56
10936,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONCOURSE HOTEL,LODGING,2020-06-07,345.0
10938,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SUPERSHUTTLE EXECUCARMSP,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,2020-06-10,28.0
10939,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010287683786,AIRLINE,2020-06-09,25.0
10940,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CITY WORKS - MINNEAPOLIS,EATING PLACES RESTAURANTS,2020-06-09,17.03
10941,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IN *APPLE AWARDS INC,MISCELLANEOUS AND SPECIALTY RETAIL STORES,2020-05-31,27.99
10942,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EB 16TH ANNUAL POLICY,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-06-08,350.0
10943,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2020-06-18,96.75
10944,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560494433464,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-13,30.56
10945,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-05-29,603.0
10946,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UNITED 0167118456978,AIRLINE,2020-06-19,350.8
10947,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-15,8.93
10948,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560297180137,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,47.47
10950,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560491481382,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,30.56
10951,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*ADJ00159559992381,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-10,10.02
10952,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IN *LANGUAGE TRAINING CEN,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,2020-06-11,443.12
10954,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WPA HERCULES,AUTOMOBILE PARKING LOTS AND GARAGES,2020-05-31,9.0
10955,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560298057108,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,43.02
10956,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TWINHILL #8102,MENS-WOMENS-CHILDRENS UNIFORMS-COMMERCIAL CLOTH,2020-06-14,93.1
10958,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TCD*CENGAGE LEARNING,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-06-20,-89.0
10959,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT MINNEAPOLIS C,LODGING,2020-06-13,520.16
10960,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAHLBURGERS - MOA,FAST FOOD RESTAURANTS,2020-06-11,16.13
10961,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AUNTIE ANNES PA194,FAST FOOD RESTAURANTS,2020-06-09,7.87
10962,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HCGI,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2020-06-06,95.0
10964,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9560296633088,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-23,46.4
10965,2020,12,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *TAXI CAB,TRAVEL,2020-06-26,19.5
10968,2020,12,DEPT OF EDUCATION,ACADEMIC SUPPORT,EB 16TH ANNUAL POLICY,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-06-04,75.0
10969,2020,12,DEPT OF EDUCATION,ACADEMIC SUPPORT,APL*APPLE ONLINE STORE,ELECTRONIC SALES,2020-05-31,598.0
10970,2020,12,DEPT OF EDUCATION,ACADEMIC SUPPORT,APL*APPLE ONLINE STORE,ELECTRONIC SALES,2020-06-01,99.9
10971,2020,12,DEPT OF EDUCATION,ACADEMIC SUPPORT,EB 16TH ANNUAL POLICY,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-06-01,75.0
10972,2020,12,DEPT OF EDUCATION,ACADEMIC SUPPORT,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2020-06-11,47.46
10973,2020,12,DEPT OF EDUCATION,ACADEMIC SUPPORT,FOOD LION #1385,GROCERY STORES SUPERMARKETS,2020-06-11,4.31
10974,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-07,27.56
10975,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,STAPLS0166365252000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-08,40.99
10976,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,APL*APPLE ONLINE STORE,ELECTRONIC SALES,2020-06-09,89.0
10977,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,APL*APPLE ONLINE STORE,ELECTRONIC SALES,2020-06-09,399.0
10978,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2020-06-09,180.48
10979,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-07,72.15
10980,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-07,50.71
10982,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-07,115.3
10983,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2020-06-10,472.5
10984,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,EASTERN SHORE COFFEE AND WA,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-06-06,324.5
10985,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-07,20.92
10987,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,AMAZON MKTPLACE PMTS,BOOK STORES,2020-06-07,5.34
10988,2020,12,DEPT OF EDUCATION,OPERATIONS SUPPORT,EB *16TH ANNUAL POLICY,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,2020-06-11,325.0
10989,2020,12,DEPT OF EDUCATION,OFFICE OF EARLY LEARNING,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2020-06-05,40.01
10990,2020,12,DEPT OF EDUCATION,OTHER ITEMS,LOWES #02537*,HOME SUPPLY WAREHOUSE STORES,2020-05-29,75.0
10992,2020,12,DEPT OF EDUCATION,OTHER ITEMS,UPS*1Z21X9560490261451,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2020-06-09,64.83
10993,2020,12,DEPT OF EDUCATION,OTHER ITEMS,EASTERN LIFT TRUCK,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,2020-06-04,110.0
10994,2020,12,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2020-06-05,547.56
10995,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-05-29,13.4
10996,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,TC *STATIONERY HOUSE,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-07,29.24
10997,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-04,192.96
10998,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,PENSKE TRK LSG 044652,CAR RENTAL,2020-06-14,227.1
10999,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,NAYLOR CAREER SOLUTION,COMPUTER SOFTWARE STORES,2020-06-15,225.0
11000,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,ZIPRECRUITER INC.,EMPLOYMENT AGENCIES TEMPORARY HELP SERVICES,2020-06-12,449.26
11001,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166219351000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-02,36.77
11002,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166415632000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-12,60.5
11003,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166036107000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-02,8.07
11004,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166415632000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-12,334.72
11006,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,INTLITERACY,BOOK STORES,2020-06-05,135.0
11007,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166324015000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-07,72.37
11008,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166324015000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-07,6.1
11009,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2020-06-19,335.39
11010,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,BALSAMIQ TRID910127,COMPUTER SOFTWARE STORES,2020-06-26,12.0
11012,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-05-30,6.7
11013,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166415632001001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-19,-60.5
11014,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2020-05-31,20.1
11015,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,STAPLS0166315946000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-07,72.23
11016,2020,12,DEPT OF EDUCATION,E EDUCATION BLOCK GRANTS,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-07,96.48
11019,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0165560034000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2020-06-07,511.09
11020,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,FASTENAL COMPANY01,HARDWARE STORES,2020-05-29,14.72
11021,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,TRAVELOCITY*7356973408,TRAVEL,2020-06-04,173.58
11022,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,MILFORD DISTRICT FREE,BOOK STORES,2020-06-18,150.0
11023,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AWL*PEARSON EDUCATION,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-06-20,223.7
11024,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMERICAN AIR0017119134344,AIRLINE,2020-06-25,534.0
11025,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,CITY OF DOVER LIBRARY,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2020-06-25,100.0
11026,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,2020-06-04,-1.25
11027,2020,12,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,DATA RECOGNITION / CTB,MISCELLANEOUS PUBLISHING AND PRINTING,2020-06-12,59.93
11028,2021,1,DEPT OF EDUCATION,ACADEMIC SUPPORT,CHIPOTLE 2331,FAST FOOD RESTAURANTS,2020-07-23,10.92
11029,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,UBER TRIP JF6KJ,TRAVEL,2020-07-24,12.85
11030,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,WM SUPERCENTER #5039,GROCERY STORES SUPERMARKETS,2020-07-11,148.05
11031,2021,1,DEPT OF EDUCATION,OFFICE OF THE SECRETARY,855-321-8844 TUGG.COM,COMP PROGRAMING DATA PRCSNG INTGRTD SYS DSGN SRVS,2020-07-20,15.0
